local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A074,101080107490392012755205,Locating Social and Emotional Learning in Schooled Environments: A Vygotskian Perspective on Learning as Unified,Jennifer A. Vadeboncoeur; Rebecca J. Collie,Jennifer A. Vadeboncoeur,2012.0,10.1080/10749039.2012.755205,,,,"Mind, Culture, and Activity",20,3,201-225,Informa UK Limited,en,https://doi.org/10.1080/10749039.2012.755205,0.9,resolved,openalex,2026-08-16T22:29:46Z,X002,"This article contributes to the emerging literature on social and emotional learning (SEL) from a Vygotskian perspective. A critical perspective on SEL in the context of schooling in the United States situates current interest in SEL programs. Vygotsky's foundational work from the 1920s and 1930s is used to clarify learning as unified, and the concept of feeling is elaborated with literature relevant to learning in school environments and across the life course. Potential next steps for research are noted, in particular given the unity of speech, thinking, and feeling and the literature on the role of social speech and dialogue in learning and development.",Psychology; Feeling; Perspective (graphical); Intellect; Context (archaeology); Privilege (computing); Cognition; Cognitive science; Epistemology; Social psychology; Biology; Computer security,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A255,1010371528354252175,"The Tie That Binds? Coherence Among Emotion Experience, Behavior, and Physiology",Iris B. Mauss; Robert W. Levenson; Loren McCarter; Frank H. Wilhelm; James J. Gross,Iris B. Mauss,2005.0,10.1037/1528-3542.5.2.175,https://pubmed.ncbi.nlm.nih.gov/15982083,,,Emotion,5,2,175-190,American Psychological Association (APA),en,https://doi.org/10.1037/1528-3542.5.2.175,0.9,resolved,openalex,2026-08-16T22:31:55Z,X008,"Emotion theories commonly postulate that emotions impose coherence across multiple response systems. However, empirical support for this coherence postulate is surprisingly limited. In the present study, the authors (a) examined the within-individual associations among experiential, facial behavioral, and peripheral physiological responses during emotional responding and (b) assessed whether emotion intensity moderates these associations. Experiential, behavioral, and physiological responses were measured second-by-second during a film that induced amusement and sadness. Results indicate that experience and behavior were highly associated but that physiological responses were only modestly associated with experience and behavior. Intensity of amusement experience was associated with greater coherence between behavior and physiological responding; intensity of sadness experience was not. These findings provide new evidence about response system coherence in emotions.",Amusement; Sadness; Psychology; Cognitive psychology; Coherence (philosophical gambling strategy); Experiential learning; Social psychology; Anger; Physics; Quantum mechanics; Mathematics education,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.6, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A262,101016jcpr201210006,Mindfulness: Top–down or bottom–up emotion regulation strategy?,Alberto Chiesa; Alessandro Serretti; Janus Christian Jakobsen,Alberto Chiesa,2012.0,10.1016/j.cpr.2012.10.006,https://pubmed.ncbi.nlm.nih.gov/23142788,,,Clinical Psychology Review,33,1,82-96,Elsevier BV,en,https://doi.org/10.1016/j.cpr.2012.10.006,0.9,resolved,openalex,2026-08-16T22:31:59Z,X008,,Mindfulness; Psychology; Context (archaeology); Cognitive psychology; Psychotherapist; Emotional regulation; Developmental psychology; Paleontology; Biology,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_FLAGGED,,,H4-6,H4-5,"{""H4-5"": {""status"": ""UNCERTAIN"", ""decision"": ""not_meet"", ""confidence"": 0.5, ""threshold"": 0.6, ""field"": ""keywords"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_FLAGGED: uncertain H4-5
A263,101016jbrat201405005,Dialectical behavior therapy skills for transdiagnostic emotion dysregulation: A pilot randomized controlled trial,Andrada D. Neacsiu; Jeremy William Eberle; Rachel Kramer; Taylor Wiesmann; Marsha M. Linehan,Andrada D. Neacsiu,2014.0,10.1016/j.brat.2014.05.005,https://pubmed.ncbi.nlm.nih.gov/24974307,,,Behaviour Research and Therapy,59,,40-51,Elsevier BV,en,https://doi.org/10.1016/j.brat.2014.05.005,0.9,resolved,openalex,2026-08-16T22:32:00Z,X008,,Dialectical behavior therapy; Borderline personality disorder; Emotional dysregulation; Psychology; Psychopathology; Randomized controlled trial; Anxiety; Clinical psychology; Mood; Depression (economics); Psychotherapist; Psychiatry,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A264,101080165060732014980753,Emotion Regulation and Posttraumatic Stress Symptoms: A Meta-Analysis,Antonia V. Seligowski; Daniel J. Lee; Joseph R. Bardeen; Holly K. Orcutt,Antonia V. Seligowski,2014.0,10.1080/16506073.2014.980753,https://pubmed.ncbi.nlm.nih.gov/25421727,,,Cognitive Behaviour Therapy,44,2,87-102,Informa UK Limited,en,https://doi.org/10.1080/16506073.2014.980753,0.9,resolved,openalex,2026-08-16T22:32:01Z,X008,"Emotion regulation (ER) has been identified as a critical factor in the development and maintenance of posttraumatic stress symptoms (PTS; Bardeen, Kumpula, & Orcutt, 2013 [Journal of Anxiety Disorders, 27, 188-196]; Marx & Sloan, 2005 [Behaviour Research and Therapy, 43, 569-583]; Nightingale & Williams, 2000 [British Journal of Clinical Psychology, 39, 243-254]). The current meta-analysis aimed to provide a thorough, quantitative examination of the associations between PTS and several aspects of ER. A search of the PsychINFO database resulted in 2557 titles, of which 57 met full inclusion criteria (the cross-sectional association between PTS symptoms and ER was reported, participants were 18 years or older, the article was written in English, and sufficient information was reported to calculate effect sizes). From the 57 studies that were included, 74 effect sizes were obtained. All studies were independently coded by two of the study authors for the following: citation, sample type, total N size (and group n's if applicable), mean age of participants, type of traumatic event, study design, PTS measure(s), ER measure(s), and effect size information. Eight random effects models were conducted: seven for individual ER strategies (e.g., rumination) and one for general emotion dysregulation. The largest effects were observed for general emotion dysregulation (r = 0.53; k = 13), rumination (r = 0.51; k = 5), thought suppression (r = 0.47; k = 13), and experiential avoidance (r = 0.40; k = 20). Medium effects were observed for expressive suppression (r = 0.29; k = 3) and worry (r = 0.28; k = 6). Significant effects were not observed for acceptance or reappraisal. Moderator analyses (sample and trauma type) were conducted for general emotion dysregulation, experiential avoidance, and thought suppression; no significant differences were observed. Findings from the current analysis suggest that several aspects of ER are associated with PTS symptoms across a variety of samples. Additionally, the current study highlights a number of limitations in the existing ER and PTS symptom literature.",Rumination; Worry; Psychology; Anxiety; Clinical psychology; Experiential avoidance; Association (psychology); Psychiatry; Psychotherapist; Cognition,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A265,103389fpsyg201500261,Resting heart rate variability predicts self-reported difficulties in emotion regulation: a focus on different facets of emotion regulation,DeWayne P. Williams; Claudia S. E. Cash; Cameron Rankin; A. Bernardi; Julian Koenig; Julian F. Thayer,DeWayne P. Williams,2015.0,10.3389/fpsyg.2015.00261,https://pubmed.ncbi.nlm.nih.gov/25806017,,,Frontiers in Psychology,6,,,Frontiers Media SA,en,https://doi.org/10.3389/fpsyg.2015.00261,0.9,resolved,openalex,2026-08-16T22:32:01Z,X008,"The Model of Neurovisceral Integration suggests that vagally mediated heart rate variability (vmHRV) represents a psychophysiological index of inhibitory control and thus, is associated with emotion regulation capacity. Over the past decade, growing empirical evidence supports this notion, showing that those with higher resting vmHRV can regulate negative emotions more adequately. However, to our knowledge, no study has previously examined how resting vmHRV may relate to everyday perceived difficulties in emotion regulation. The present study attempts to examine such relationship in 183 undergraduate students (98 female, 60 minority, mean Age = 19.34). Resting vmHRV was collected during a 5-min resting baseline period, and everyday difficulties in emotion regulation were assessed using the Difficulties in Emotion Regulation Scale (DERS). Controlling for potential covariates (including both trait anxiety and rumination), results revealed a negative relationship between resting vmHRV and DERS such that lower resting vmHRV was associated with greater difficulties in emotional regulation, especially a lack of emotional clarity and impulse control, as indicated by the respective subscales of the DERS. These findings provide further evidence for the Neurovisceral Integration Model, suggesting that emotion regulation and autonomic regulation share neural networks within the brain. Moreover, the present study extends prior research by highlighting two distinct facets of emotion regulation (impulse control and emotional clarity) that should be of particular interest when investigating the link between emotion regulation, resting vmHRV, and related health outcomes including morbidity and mortality.",Psychology; Cognitive reappraisal; Autoregulation; CLARITY; Rumination; Expressive Suppression; RESTING HEART RATE; Developmental psychology; Anxiety; Emotional regulation; Heart rate variability; Clinical psychology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",EXCLUSION_SUPPRESSED,,,H4-5,,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""vagally mediated heart rate variability (vmHRV) represents a psychophysiological index of inhibitory control and thus, is associated with emotion regulation capacity"", ""quote_valid"": true, ""span"": [105, 140], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on H4-6 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
A267,101037h0100353,Yoga and emotion regulation: A review of primary psychological outcomes and their physiological correlates,Carolina Baptista Menezes; Natalia R. Dalpiaz; Luiz Gustavo Kiesow; William Sperb; Juliana Corrêa Hertzberg; Alcyr Alves de Oliveira,Carolina Baptista Menezes,2015.0,10.1037/h0100353,,,,Psychology &amp; Neuroscience,8,1,82-101,American Psychological Association (APA),en,https://doi.org/10.1037/h0100353,0.9,resolved,openalex,2026-08-16T22:32:02Z,X008,,Psychology; Clinical psychology; Psychotherapist; Developmental psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A272,101016jcpr201709002,"Emotion regulation as a transdiagnostic treatment construct across anxiety, depression, substance, eating and borderline personality disorders: A systematic review",Elise Sloan; Kate Hall; Richard Moulding; Shayden Bryce; Helen Mildred; Petra K. Staiger,Elise Sloan,2017.0,10.1016/j.cpr.2017.09.002,https://pubmed.ncbi.nlm.nih.gov/28941927,,,Clinical Psychology Review,57,,141-163,Elsevier BV,en,https://doi.org/10.1016/j.cpr.2017.09.002,0.9,resolved,openalex,2026-08-16T22:32:05Z,X008,"A large body of research has implicated difficulties in emotion regulation as central to the development and maintenance of psychopathology. Emotion regulation has therefore been proposed as a transdiagnostic construct or an underlying mechanism in psychopathology. The transdiagnostic role of emotion regulation has yet to be systematically examined within the psychological treatment outcome literature. It can be proposed that if emotion regulation is indeed a transdiagnostic construct central to the maintenance of psychopathology, then changes in emotion regulation difficulties will occur after effective treatment and this will occur for different disorders. We conducted a systematic review, identifying 67 studies that measured changes in both emotion regulation and symptoms of psychopathology following a psychological intervention for anxiety, depression, substance use, eating pathology or borderline personality disorder. Results demonstrated that regardless of the intervention or disorder, both maladaptive emotion regulation strategy use and overall emotion dysregulation were found to significantly decrease following treatment in all but two studies. Parallel decreases were also found in symptoms of anxiety, depression, substance use, eating pathology and borderline personality disorder. These results contribute to the growing body of evidence supporting the conceptualization of emotion regulation as a transdiagnostic construct. The present study discusses the important implications of these findings for the development of unified treatments that target emotion regulation for individuals who present with multiple disorders.",Psychopathology; Psychology; Borderline personality disorder; Anxiety; Construct (python library); Conceptualization; Clinical psychology; Eating disorders; Intervention (counseling); Depression (economics); Psychotherapist; Personality pathology,True,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",EXCLUSION_SUPPRESSED,,,H4-5,,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""Emotion regulation has therefore been proposed as a transdiagnostic construct or an underlying mechanism in psychopathology."", ""quote_valid"": true, ""span"": [103, 140], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on H4-6 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
A274,103389fpsyg201700220,"Mindfulness and Emotion Regulation: Insights from Neurobiological, Psychological, and Clinical Studies",Simón Guendelman; Sebastián Medeiros; Hagen Rampes,Simón Guendelman,2017.0,10.3389/fpsyg.2017.00220,https://pubmed.ncbi.nlm.nih.gov/28321194,,,Frontiers in Psychology,8,,,Frontiers Media SA,en,https://doi.org/10.3389/fpsyg.2017.00220,0.9,resolved,openalex,2026-08-16T22:32:06Z,X008,"There is increasing interest in the beneficial clinical effects of mindfulness-based interventions (MBIs). Research has demonstrated their efficacy in a wide range of psychological conditions characterized by emotion dysregulation. Neuroimaging studies have evidenced functional and structural changes in a myriad of brain regions mainly involved in attention systems, emotion regulation and self-referential processing. In this article we review studies on psychological and neurobiological correlates across different empirically derived models of research, including dispositional mindfulness, mindfulness induction, MBIs and expert meditators in relation to emotion regulation. From the perspective of recent findings in the neuroscience of emotion regulation, we discuss the interplay of top-down and bottom-up emotion regulation mechanisms associated with different mindfulness models. From a phenomenological and cognitive perspective, authors have argued that mindfulness elicits a “mindful emotion regulation” strategy; however, from a clinical perspective, this construct has not been properly differentiated from other strategies and interventions within MBIs. In this context we propose the distinction between top-down and bottom-up mindfulness based emotion regulation strategies. Furthermore, we propose an embodied emotion regulation framework as a multilevel approach for understanding psychobiological changes due to mindfulness meditation regarding its effect on emotion regulation. Finally, based on clinical neuroscientific evidence on mindfulness, we open perspectives and dialogues regarding commonalities and differences between MBIs and other psychotherapeutic strategies for emotion regulation.",Psychology; Mindfulness; Cognitive psychology; Emotional regulation; Psychotherapist; Developmental psychology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A275,101016jcobeha201712017,How heart rate variability affects emotion regulation brain networks,Mara Mather; Julian F. Thayer,Mara Mather,2018.0,10.1016/j.cobeha.2017.12.017,https://pubmed.ncbi.nlm.nih.gov/29333483,,,Current Opinion in Behavioral Sciences,19,,98-104,Elsevier BV,en,https://doi.org/10.1016/j.cobeha.2017.12.017,0.9,resolved,openalex,2026-08-16T22:32:06Z,X008,"Individuals with high heart rate variability tend to have better emotional well-being than those with low heart rate variability, but the mechanisms of this association are not yet clear. In this paper, we propose the novel hypothesis that by inducing oscillatory activity in the brain, high amplitude oscillations in heart rate enhance functional connectivity in brain networks associated with emotion regulation. Recent studies using daily biofeedback sessions to increase the amplitude of heart rate oscillations suggest that high amplitude physiological oscillations have a causal impact on emotional well-being. Because blood flow timing helps determine brain network structure and function, slow oscillations in heart rate have the potential to strengthen brain network dynamics, especially in medial prefrontal regulatory regions that are particularly sensitive to physiological oscillations.",Heart rate; Heart rate variability; Biofeedback; Brain function; Neuroscience; Psychology; Brain activity and meditation; Functional connectivity; Electroencephalography; Medicine; Internal medicine; Blood pressure,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",EXCLUSION_SUPPRESSED,,,H4-5,,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""high amplitude oscillations in heart rate enhance functional connectivity in brain networks associated with emotion regulation"", ""quote_valid"": true, ""span"": [45, 75], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on H4-6 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
A276,101016jneubiorev201612032,Heart rate variability indices as bio-markers of top-down self-regulatory mechanisms: A meta-analytic review,Jacob B. Holzman; David J. Bridgett,Jacob B. Holzman,2017.0,10.1016/j.neubiorev.2016.12.032,https://pubmed.ncbi.nlm.nih.gov/28057463,,,Neuroscience &amp; Biobehavioral Reviews,74,,233-255,Elsevier BV,en,https://doi.org/10.1016/j.neubiorev.2016.12.032,0.9,resolved,openalex,2026-08-16T22:32:06Z,X008,,Heart rate variability; Psychology; Context (archaeology); Meta-analysis; Cognition; Self-control; Executive functions; Emotional regulation; Cognitive psychology; Developmental psychology; Heart rate; Neuroscience,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",EXCLUSION_SUPPRESSED,,,H4-5,,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.7, ""threshold"": 0.6, ""field"": ""keywords"", ""quote"": ""Emotional regulation"", ""quote_valid"": true, ""span"": [26, 36], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on H4-6 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
A278,101016jneuroimage201606009,Neuroimaging cognitive reappraisal in clinical populations to define neural targets for enhancing emotion regulation. A systematic review,Anna Zilverstand; Muhammad A. Parvaz; Rita Z. Goldstein,Anna Zilverstand,2016.0,10.1016/j.neuroimage.2016.06.009,https://pubmed.ncbi.nlm.nih.gov/27288319,,,NeuroImage,151,,105-116,Elsevier BV,en,https://doi.org/10.1016/j.neuroimage.2016.06.009,0.9,resolved,openalex,2026-08-16T22:32:08Z,X008,"&NA; Reduced capacity to cognitively regulate emotional responses is a common impairment across major neuropsychiatric disorders. Brain systems supporting one such strategy, cognitive reappraisal of emotion, have been investigated extensively in the healthy population, a research focus that has led to influential meta‐analyses and literature reviews. However, the emerging literature on neural substrates underlying cognitive reappraisal in clinical populations is yet to be systematically reviewed. Therefore, the goal of the current review was to summarize the literature on cognitive reappraisal and highlight common and distinct neural correlates of impaired emotion regulation in clinical populations. We performed a two‐stage systematic literature search, selecting 32 studies on cognitive reappraisal in individuals with mood disorders (n = 12), anxiety disorders (n = 14), addiction (n = 2), schizophrenia (n = 2), and personality disorders (n = 5). Comparing findings across these disorders allowed us to determine underlying mechanisms that were either disorder‐specific or common across disorders. Results showed that across clinical populations, individuals consistently demonstrated reduced recruitment of the ventrolateral prefrontal cortex (vlPFC) and dorsolateral prefrontal cortex (dlPFC) during downregulation of negative emotion, indicating that there may be a core deficit in selection, manipulation and inhibition during reappraisal. Further, in individuals with mood disorders, amygdala responses were enhanced during downregulation of emotion, suggesting hyperactive bottom‐up responses or reduced modulatory capacity. In individuals with anxiety disorders, however, emotion regulation revealed reduced activity in the dorsal anterior cingulate cortex (dACC) and inferior/superior parietal cortex, possibly indicating a deficit in allocation of attention. The reviewed studies thus provide evidence for both disorder‐specific and common deficits across clinical populations. These findings highlight the role of distinct neural substrates as targets for developing/assessing novel therapeutic approaches that are geared towards cognitive regulation of emotion, as well as the importance of transdiagnostic research to identify both disorder specific and core mechanisms. HighlightsA systematic review of 32 neuroimaging studies on cognitive reappraisal in patientsLower vlPFC/dlPFC activation is a core deficit in downregulation across patients.Amygdala hyperactivity is a specific deficit in downregulation in mood disorders.dACC/parietal hypoactivity specific deficit in downregulation in anxiety disordersImplications: neural targets for therapeutic interventions need to be tailored",Cognitive reappraisal; Psychology; Anterior cingulate cortex; Dorsolateral prefrontal cortex; Prefrontal cortex; Neuroimaging; Ventrolateral prefrontal cortex; Cognition; Mood disorders; Population; Anxiety; Neuroscience,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A281,101016jbiopsycho201710008,Cardiac vagal control as a marker of emotion regulation in healthy adults: A review,Stefania Balzarotti; Federica Biassoni; Barbara Colombo; Maria Rita Ciceri,Stefania Balzarotti,2017.0,10.1016/j.biopsycho.2017.10.008,https://pubmed.ncbi.nlm.nih.gov/29079304,,,Biological Psychology,130,,54-66,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2017.10.008,0.9,resolved,openalex,2026-08-16T22:32:09Z,X008,,Vagal tone; Psychology; Vagus nerve; Emotional regulation; Affect (linguistics); Reactivity (psychology); Cognition; Autoregulation; Neuroscience; Heart rate variability; Developmental psychology; Medicine,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",EXCLUSION_SUPPRESSED,,,H4-5,,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""keywords"", ""quote"": ""Emotional regulation"", ""quote_valid"": true, ""span"": [24, 36], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on H4-6 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
